,sample_name,dose,timepoint,drug,viability
3702,BULK2_n1,d2,96h,Doxorubicin,1.11209775967413
3703,BULK2_n1,d3,96h,Doxorubicin,1.10484725050916
3704,BULK2_n1,d4,96h,Doxorubicin,0.702403258655804
3705,BULK2_n1,d5,96h,Doxorubicin,0.235437881873727
3706,BULK2_n1,d6,96h,Doxorubicin,0.084806517311609
3707,BULK2_n1,d7,96h,Doxorubicin,0.0177596741344196
3708,BULK2_n1,d8,96h,Doxorubicin,0
3709,BULK2_n1,d9,96h,Doxorubicin,0
3710,BULK2_n1,d10,96h,Doxorubicin,0
3711,BULK2_n2,d1,96h,Doxorubicin,1.23062177029505
3712,BULK2_n2,d2,96h,Doxorubicin,1.1875312552092
3713,BULK2_n2,d3,96h,Doxorubicin,1.09143190531755
3714,BULK2_n2,d4,96h,Doxorubicin,0.772128688114686
3715,BULK2_n2,d5,96h,Doxorubicin,0.257709618269712
3716,BULK2_n2,d6,96h,Doxorubicin,0.0934322387064511
3717,BULK2_n2,d7,96h,Doxorubicin,0.0126687781296883
3718,BULK2_n2,d8,96h,Doxorubicin,0
3719,BULK2_n2,d9,96h,Doxorubicin,0
3720,BULK2_n2,d10,96h,Doxorubicin,0
3721,BULK3_n1,d1,96h,Doxorubicin,1.02785707707892
3722,BULK3_n1,d2,96h,Doxorubicin,1.0412100561746
3723,BULK3_n1,d3,96h,Doxorubicin,1.02606133161433
3724,BULK3_n1,d4,96h,Doxorubicin,0.856984989409706
3725,BULK3_n1,d5,96h,Doxorubicin,0.334100745925039
3726,BULK3_n1,d6,96h,Doxorubicin,0.14098904134819
3727,BULK3_n1,d7,96h,Doxorubicin,0.0303895386315499
3728,BULK3_n1,d8,96h,Doxorubicin,0
3729,BULK3_n1,d9,96h,Doxorubicin,0
3730,BULK3_n1,d10,96h,Doxorubicin,0.00340731190717377
3731,BULK3_n2,d1,96h,Doxorubicin,1.033594003054
3732,BULK3_n2,d2,96h,Doxorubicin,1.05233445930313
3733,BULK3_n2,d3,96h,Doxorubicin,1.04252464022951
3734,BULK3_n2,d4,96h,Doxorubicin,0.87677571607052
3735,BULK3_n2,d5,96h,Doxorubicin,0.341076303734209
3736,BULK3_n2,d6,96h,Doxorubicin,0.128638193512563
3737,BULK3_n2,d7,96h,Doxorubicin,0.023876729443339
3738,BULK3_n2,d8,96h,Doxorubicin,0
3739,BULK3_n2,d9,96h,Doxorubicin,0
3740,BULK3_n2,d10,96h,Doxorubicin,0.000879181898107445
3741,BULK4_n1,d1,96h,Doxorubicin,1.0132967032967
3742,BULK4_n1,d2,96h,Doxorubicin,0.982967032967033
3743,BULK4_n1,d3,96h,Doxorubicin,0.872747252747253
3744,BULK4_n1,d4,96h,Doxorubicin,0.616593406593407
3745,BULK4_n1,d5,96h,Doxorubicin,0.235274725274725
3746,BULK4_n1,d6,96h,Doxorubicin,0.0472527472527473
3747,BULK4_n1,d7,96h,Doxorubicin,0.0234065934065934
3748,BULK4_n1,d8,96h,Doxorubicin,0
3749,BULK4_n1,d9,96h,Doxorubicin,0
3750,BULK4_n1,d10,96h,Doxorubicin,0
3751,BULK4_n2,d1,96h,Doxorubicin,1.20761686409375
3752,BULK4_n2,d2,96h,Doxorubicin,1.02547446185199
3753,BULK4_n2,d3,96h,Doxorubicin,0.955164947140492
3754,BULK4_n2,d4,96h,Doxorubicin,0.679658642211183
3755,BULK4_n2,d5,96h,Doxorubicin,0.286205578907146
3756,BULK4_n2,d6,96h,Doxorubicin,0.0444529359317284
3757,BULK4_n2,d7,96h,Doxorubicin,0.023054387976054
3758,BULK4_n2,d8,96h,Doxorubicin,0
3759,BULK4_n2,d9,96h,Doxorubicin,0
3760,BULK4_n2,d10,96h,Doxorubicin,0
3761,BULK5_n1,d1,96h,Doxorubicin,1.01721338096785
3762,BULK5_n1,d2,96h,Doxorubicin,1.0167958056883
3763,BULK5_n1,d3,96h,Doxorubicin,0.998700876908087
3764,BULK5_n1,d4,96h,Doxorubicin,0.859648308820118
3765,BULK5_n1,d5,96h,Doxorubicin,0.386025147311279
3766,BULK5_n1,d6,96h,Doxorubicin,0.176402356980467
3767,BULK5_n1,d7,96h,Doxorubicin,0.0422678977404538
3768,BULK5_n1,d8,96h,Doxorubicin,0
3769,BULK5_n1,d9,96h,Doxorubicin,0
3770,BULK5_n1,d10,96h,Doxorubicin,0.00227346541084768
3771,BULK5_n2,d1,96h,Doxorubicin,0.998951638634395
3772,BULK5_n2,d2,96h,Doxorubicin,1.02042025616482
3773,BULK5_n2,d3,96h,Doxorubicin,1.00460367382287
3774,BULK5_n2,d4,96h,Doxorubicin,0.863986508045034
3775,BULK5_n2,d5,96h,Doxorubicin,0.369980400200556
3776,BULK5_n2,d6,96h,Doxorubicin,0.165413191120835
3777,BULK5_n2,d7,96h,Doxorubicin,0.0427093304161539
3778,BULK5_n2,d8,96h,Doxorubicin,0
3779,BULK5_n2,d9,96h,Doxorubicin,0
3780,BULK5_n2,d10,96h,Doxorubicin,0.00195997994439127
3781,BULK6_n1,d1,96h,Doxorubicin,1.01867452962651
3782,BULK6_n1,d2,96h,Doxorubicin,1.02766076944678
3783,BULK6_n1,d3,96h,Doxorubicin,0.984086866984929
3784,BULK6_n1,d4,96h,Doxorubicin,0.767949077974352
3785,BULK6_n1,d5,96h,Doxorubicin,0.300243377328466
3786,BULK6_n1,d6,96h,Doxorubicin,0.132734250678648
3787,BULK6_n1,d7,96h,Doxorubicin,0.0281756061031545
3788,BULK6_n1,d8,96h,Doxorubicin,0
3789,BULK6_n1,d9,96h,Doxorubicin,0
3790,BULK6_n1,d10,96h,Doxorubicin,0.0002808199943836
3791,BULK6_n2,d1,96h,Doxorubicin,1.02409809677114
3792,BULK6_n2,d2,96h,Doxorubicin,1.00071016002273
3793,BULK6_n2,d3,96h,Doxorubicin,0.992803711769719
3794,BULK6_n2,d4,96h,Doxorubicin,0.778477416911277
3795,BULK6_n2,d5,96h,Doxorubicin,0.301912697661206
3796,BULK6_n2,d6,96h,Doxorubicin,0.122762995928416
3797,BULK6_n2,d7,96h,Doxorubicin,0.0251396648044693
3798,BULK6_n2,d8,96h,Doxorubicin,0
3799,BULK6_n2,d9,96h,Doxorubicin,0
3800,BULK6_n2,d10,96h,Doxorubicin,9.46880030300161e-05
3801,THP1_n1,d1,96h,Imatinib,1.15374183207989
3802,THP1_n1,d2,96h,Imatinib,1.19849586980644
3803,THP1_n1,d3,96h,Imatinib,1.07804216496116
3804,THP1_n1,d4,96h,Imatinib,1.24398964369375
3805,THP1_n1,d5,96h,Imatinib,1.43274565405006
3806,THP1_n1,d6,96h,Imatinib,1.51362347429417
3807,THP1_n1,d7,96h,Imatinib,1.65306374059919
3808,THP1_n1,d8,96h,Imatinib,1.76217482431266
3809,THP1_n1,d9,96h,Imatinib,1.75416101590433
3810,THP1_n1,d10,96h,Imatinib,0.195660214523487
3811,THP1_n2,d1,96h,Imatinib,1.1785093001472
3812,THP1_n2,d2,96h,Imatinib,1.31500066907534
3813,THP1_n2,d3,96h,Imatinib,1.36290646326776
3814,THP1_n2,d4,96h,Imatinib,1.39502207948615
3815,THP1_n2,d5,96h,Imatinib,1.46928944199117
3816,THP1_n2,d6,96h,Imatinib,1.48976314733039
3817,THP1_n2,d7,96h,Imatinib,1.56416432490298
3818,THP1_n2,d8,96h,Imatinib,1.70587448146661
3819,THP1_n2,d9,96h,Imatinib,1.73344038538739
3820,THP1_n2,d10,96h,Imatinib,0.155626923591596
3821,K562_n1,d1,96h,Imatinib,0.990661906069761
3822,K562_n1,d2,96h,Imatinib,1.00279227318502
3823,K562_n1,d3,96h,Imatinib,1.01020781836492
3824,K562_n1,d4,96h,Imatinib,1.04902499313375
3825,K562_n1,d5,96h,Imatinib,1.04870456834203
3826,K562_n1,d6,96h,Imatinib,0.673578687173853
3827,K562_n1,d7,96h,Imatinib,0
3828,K562_n1,d8,96h,Imatinib,0
3829,K562_n1,d9,96h,Imatinib,0
3830,K562_n1,d10,96h,Imatinib,0
3831,K562_n2,d1,96h,Imatinib,0.99003368246205
3832,K562_n2,d2,96h,Imatinib,0.951045079130716
3833,K562_n2,d3,96h,Imatinib,0.978452452360079
3834,K562_n2,d4,96h,Imatinib,1.01942509112721
3835,K562_n2,d5,96h,Imatinib,1.05504544825359
3836,K562_n2,d6,96h,Imatinib,0.651178886171734
3837,K562_n2,d7,96h,Imatinib,0
3838,K562_n2,d8,96h,Imatinib,0
3839,K562_n2,d9,96h,Imatinib,0
3840,K562_n2,d10,96h,Imatinib,0
3841,HL60_n1,d1,96h,Imatinib,1.48676957001103
3842,HL60_n1,d2,96h,Imatinib,1.45038588754135
3843,HL60_n1,d3,96h,Imatinib,1.40022050716648
3844,HL60_n1,d4,96h,Imatinib,1.52756339581036
3845,HL60_n1,d5,96h,Imatinib,1.52370452039691
3846,HL60_n1,d6,96h,Imatinib,1.6890848952591
3847,HL60_n1,d7,96h,Imatinib,1.51874310915105
3848,HL60_n1,d8,96h,Imatinib,1.56615214994487
3849,HL60_n1,d9,96h,Imatinib,2.24090407938258
3850,HL60_n1,d10,96h,Imatinib,0.685226019845645
3851,HL60_n2,d1,96h,Imatinib,1.26068376068376
3852,HL60_n2,d2,96h,Imatinib,1.4508547008547
3853,HL60_n2,d3,96h,Imatinib,1.50267094017094
3854,HL60_n2,d4,96h,Imatinib,1.36752136752137
3855,HL60_n2,d5,96h,Imatinib,1.40384615384615
3856,HL60_n2,d6,96h,Imatinib,1.48290598290598
3857,HL60_n2,d7,96h,Imatinib,1.45032051282051
3858,HL60_n2,d8,96h,Imatinib,1.66880341880342
3859,HL60_n2,d9,96h,Imatinib,2.2633547008547
3860,HL60_n2,d10,96h,Imatinib,0.969017094017094
3861,SUDHL4_n2,d1,96h,Imatinib,1.11055381400209
3862,SUDHL4_n2,d2,96h,Imatinib,1.12204806687565
3863,SUDHL4_n2,d3,96h,Imatinib,1.08066875653083
3864,SUDHL4_n2,d4,96h,Imatinib,1.09665621734587
3865,SUDHL4_n2,d5,96h,Imatinib,1.09665621734587
3866,SUDHL4_n2,d6,96h,Imatinib,1.11212121212121
3867,SUDHL4_n2,d7,96h,Imatinib,1.15663531870428
3868,SUDHL4_n2,d8,96h,Imatinib,1.14712643678161
3869,SUDHL4_n2,d9,96h,Imatinib,1.23113897596656
3870,SUDHL4_n2,d10,96h,Imatinib,1.36394984326019
3871,SUDHL4_n1,d1,96h,Imatinib,1.09382967873534
3872,SUDHL4_n1,d2,96h,Imatinib,1.08944416114227
3873,SUDHL4_n1,d3,96h,Imatinib,1.07465578786333
3874,SUDHL4_n1,d4,96h,Imatinib,1.09811320754717
3875,SUDHL4_n1,d5,96h,Imatinib,1.11269760326364
3876,SUDHL4_n1,d6,96h,Imatinib,1.08944416114227
3877,SUDHL4_n1,d7,96h,Imatinib,1.10994390617032
3878,SUDHL4_n1,d8,96h,Imatinib,1.15961244263131
3879,SUDHL4_n1,d9,96h,Imatinib,1.21703212646609
3880,SUDHL4_n1,d10,96h,Imatinib,1.33391126976033
3881,BULK1_n1,d1,96h,Imatinib,1.06088421052632
3882,BULK1_n1,d2,96h,Imatinib,1.04698947368421
3883,BULK1_n1,d3,96h,Imatinib,1.04168421052632
3884,BULK1_n1,d4,96h,Imatinib,1.02341052631579
3885,BULK1_n1,d5,96h,Imatinib,0.992
3886,BULK1_n1,d6,96h,Imatinib,0.735747368421053
3887,BULK1_n1,d7,96h,Imatinib,0.765810526315789
3888,BULK1_n1,d8,96h,Imatinib,0.753936842105263
3889,BULK1_n1,d9,96h,Imatinib,0.823494736842105
3890,BULK1_n1,d10,96h,Imatinib,0.480505263157895
3891,BULK1_n2,d1,96h,Imatinib,1.21167814357136
3892,BULK1_n2,d2,96h,Imatinib,1.16356947457787
3893,BULK1_n2,d3,96h,Imatinib,1.21045184416564
3894,BULK1_n2,d4,96h,Imatinib,1.27318177530422
3895,BULK1_n2,d5,96h,Imatinib,0.997075747570984
3896,BULK1_n2,d6,96h,Imatinib,0.796905952268654
3897,BULK1_n2,d7,96h,Imatinib,0.799735873974153
3898,BULK1_n2,d8,96h,Imatinib,0.784642958211489
3899,BULK1_n2,d9,96h,Imatinib,0.869634940099991
3900,BULK1_n2,d10,96h,Imatinib,0.464390151872465
3901,BULK2_n1,d1,96h,Imatinib,1.16467583820743
3902,BULK2_n1,d2,96h,Imatinib,1.09514787050004
3903,BULK2_n1,d3,96h,Imatinib,1.04802702034764
3904,BULK2_n1,d4,96h,Imatinib,1.09860779306368
3905,BULK2_n1,d5,96h,Imatinib,0.961858472691326
3906,BULK2_n1,d6,96h,Imatinib,0.550786720487684
3907,BULK2_n1,d7,96h,Imatinib,0.486778153060384
3908,BULK2_n1,d8,96h,Imatinib,0.525002059477716
3909,BULK2_n1,d9,96h,Imatinib,0.576077106845704
3910,BULK2_n1,d10,96h,Imatinib,0.436774034104951
3911,BULK2_n2,d1,96h,Imatinib,1.1922406277245
3912,BULK2_n2,d2,96h,Imatinib,1.15605928509154
3913,BULK2_n2,d3,96h,Imatinib,1.20854402789887
3914,BULK2_n2,d4,96h,Imatinib,1.19642545771578
3915,BULK2_n2,d5,96h,Imatinib,0.985963382737576
3916,BULK2_n2,d6,96h,Imatinib,0.590671316477768
3917,BULK2_n2,d7,96h,Imatinib,0.491455972101133
3918,BULK2_n2,d8,96h,Imatinib,0.508805579773322
3919,BULK2_n2,d9,96h,Imatinib,0.59075850043592
3920,BULK2_n2,d10,96h,Imatinib,0.427898866608544
3921,BULK3_n1,d1,96h,Imatinib,1.04094857947875
3922,BULK3_n1,d2,96h,Imatinib,1.03728574782813
3923,BULK3_n1,d3,96h,Imatinib,1.04634890819441
3924,BULK3_n1,d4,96h,Imatinib,1.02216482742428
3925,BULK3_n1,d5,96h,Imatinib,0.960037567504109
3926,BULK3_n1,d6,96h,Imatinib,0.535336933552477
3927,BULK3_n1,d7,96h,Imatinib,0.341065977929091
3928,BULK3_n1,d8,96h,Imatinib,0.324818032401972
3929,BULK3_n1,d9,96h,Imatinib,0.357924395397981
3930,BULK3_n1,d10,96h,Imatinib,0.302747123737967
3931,BULK3_n2,d1,96h,Imatinib,1.0569433378638
3932,BULK3_n2,d2,96h,Imatinib,1.03880583024793
3933,BULK3_n2,d3,96h,Imatinib,1.05324084922904
3934,BULK3_n2,d4,96h,Imatinib,1.01560669259971
3935,BULK3_n2,d5,96h,Imatinib,0.96114730280733
3936,BULK3_n2,d6,96h,Imatinib,0.515770726906313
3937,BULK3_n2,d7,96h,Imatinib,0.319023292871538
3938,BULK3_n2,d8,96h,Imatinib,0.324272390682851
3939,BULK3_n2,d9,96h,Imatinib,0.32413178984862
3940,BULK3_n2,d10,96h,Imatinib,0.276046304541407
3941,BULK4_n1,d1,96h,Imatinib,1.03064574972638
3942,BULK4_n1,d2,96h,Imatinib,1.07868174632129
3943,BULK4_n1,d3,96h,Imatinib,1.03551015444485
3944,BULK4_n1,d4,96h,Imatinib,1.11698893347927
3945,BULK4_n1,d5,96h,Imatinib,1.15359357898577
3946,BULK4_n1,d6,96h,Imatinib,1.24334184604159
3947,BULK4_n1,d7,96h,Imatinib,1.4152985528396
3948,BULK4_n1,d8,96h,Imatinib,1.43730998419068
3949,BULK4_n1,d9,96h,Imatinib,1.6016052535571
3950,BULK4_n1,d10,96h,Imatinib,0.862458956585188
3951,BULK4_n2,d1,96h,Imatinib,1.08192651439921
3952,BULK4_n2,d2,96h,Imatinib,1.10302879841112
3953,BULK4_n2,d3,96h,Imatinib,1.09222939424032
3954,BULK4_n2,d4,96h,Imatinib,1.12053128103277
3955,BULK4_n2,d5,96h,Imatinib,1.22393247269116
3956,BULK4_n2,d6,96h,Imatinib,1.28699106256207
3957,BULK4_n2,d7,96h,Imatinib,1.4682224428997
3958,BULK4_n2,d8,96h,Imatinib,1.52557100297915
3959,BULK4_n2,d9,96h,Imatinib,1.6880585898709
3960,BULK4_n2,d10,96h,Imatinib,0.901688182720953
3961,BULK5_n1,d1,96h,Imatinib,1.03184140802422
3962,BULK5_n1,d2,96h,Imatinib,1.05299015897048
3963,BULK5_n1,d3,96h,Imatinib,1.03482210446631
3964,BULK5_n1,d4,96h,Imatinib,1.01963474640424
3965,BULK5_n1,d5,96h,Imatinib,0.95916919000757
3966,BULK5_n1,d6,96h,Imatinib,0.59192846328539
3967,BULK5_n1,d7,96h,Imatinib,0.435560181680545
3968,BULK5_n1,d8,96h,Imatinib,0.43385692657078
3969,BULK5_n1,d9,96h,Imatinib,0.4708080999243
3970,BULK5_n1,d10,96h,Imatinib,0.374952687358062
3971,BULK5_n2,d1,96h,Imatinib,1.02152495681001
3972,BULK5_n2,d2,96h,Imatinib,1.0184432927114
3973,BULK5_n2,d3,96h,Imatinib,1.03147032731008
3974,BULK5_n2,d4,96h,Imatinib,1.01162627819022
3975,BULK5_n2,d5,96h,Imatinib,0.938413409908017
3976,BULK5_n2,d6,96h,Imatinib,0.612177242377551
3977,BULK5_n2,d7,96h,Imatinib,0.436522388756595
3978,BULK5_n2,d8,96h,Imatinib,0.44450670028482
3979,BULK5_n2,d9,96h,Imatinib,0.433534108418546
3980,BULK5_n2,d10,96h,Imatinib,0.35084278843909
3981,BULK6_n1,d1,96h,Imatinib,1.05470934155982
3982,BULK6_n1,d2,96h,Imatinib,1.05326327966837
3983,BULK6_n1,d3,96h,Imatinib,1.04627398052637
3984,BULK6_n1,d4,96h,Imatinib,1.02207654487612
3985,BULK6_n1,d5,96h,Imatinib,0.949243227610142
3986,BULK6_n1,d6,96h,Imatinib,0.532054371927118
3987,BULK6_n1,d7,96h,Imatinib,0.398486455220283
3988,BULK6_n1,d8,96h,Imatinib,0.409139111153957
3989,BULK6_n1,d9,96h,Imatinib,0.41246505350429
3990,BULK6_n1,d10,96h,Imatinib,0.314904077894534
3991,BULK6_n2,d1,96h,Imatinib,1.01296472831268
3992,BULK6_n2,d2,96h,Imatinib,0.998999046711153
3993,BULK6_n2,d3,96h,Imatinib,1.02449952335558
3994,BULK6_n2,d4,96h,Imatinib,1.01734985700667
3995,BULK6_n2,d5,96h,Imatinib,0.911248808388942
3996,BULK6_n2,d6,96h,Imatinib,0.48884652049571
3997,BULK6_n2,d7,96h,Imatinib,0.342230695900858
3998,BULK6_n2,d8,96h,Imatinib,0.344041944709247
3999,BULK6_n2,d9,96h,Imatinib,0.395710200190658
4000,BULK6_n2,d10,96h,Imatinib,0.312726406101049
4001,SUDHL4_n1,d1,96h,Mitomycin,1.06427061310782
4002,SUDHL4_n1,d2,96h,Mitomycin,1.17029598308668
4003,SUDHL4_n1,d3,96h,Mitomycin,1.14598308668076
4004,SUDHL4_n1,d4,96h,Mitomycin,1.02706131078224
4005,SUDHL4_n1,d5,96h,Mitomycin,0.99630021141649
4006,SUDHL4_n1,d6,96h,Mitomycin,0.735517970401691
4007,SUDHL4_n1,d7,96h,Mitomycin,0.230549682875264
4008,SUDHL4_n1,d8,96h,Mitomycin,0.0665961945031713
4009,SUDHL4_n1,d9,96h,Mitomycin,0
4010,SUDHL4_n1,d10,96h,Mitomycin,0.00591966173361522
4011,SUDHL4_n2,d1,96h,Mitomycin,1.10956694378955
4012,SUDHL4_n2,d2,96h,Mitomycin,1.22459362203747
4013,SUDHL4_n2,d3,96h,Mitomycin,1.2317905447326
4014,SUDHL4_n2,d4,96h,Mitomycin,1.22930884725152
4015,SUDHL4_n2,d5,96h,Mitomycin,1.03598461347562
4016,SUDHL4_n2,d6,96h,Mitomycin,0.69115274847996
4017,SUDHL4_n2,d7,96h,Mitomycin,0.263308102742276
4018,SUDHL4_n2,d8,96h,Mitomycin,0.0816478471274352
4019,SUDHL4_n2,d9,96h,Mitomycin,0
4020,SUDHL4_n2,d10,96h,Mitomycin,0.000992678992430823
4021,K562_n1,d1,96h,Mitomycin,0.960950921669685
4022,K562_n1,d2,96h,Mitomycin,0.936481404095278
4023,K562_n1,d3,96h,Mitomycin,0.938617263314296
4024,K562_n1,d4,96h,Mitomycin,0.958304313506988
4025,K562_n1,d5,96h,Mitomycin,1.00208942749687
4026,K562_n1,d6,96h,Mitomycin,0.923573385336862
4027,K562_n1,d7,96h,Mitomycin,0.59585829038399
4028,K562_n1,d8,96h,Mitomycin,0.356734921298231
4029,K562_n1,d9,96h,Mitomycin,0.0791196545479872
4030,K562_n1,d10,96h,Mitomycin,0
4031,K562_n2,d1,96h,Mitomycin,0.96709323583181
4032,K562_n2,d2,96h,Mitomycin,0.946749167955749
4033,K562_n2,d3,96h,Mitomycin,0.954155533680214
4034,K562_n2,d4,96h,Mitomycin,0.976093376459007
4035,K562_n2,d5,96h,Mitomycin,0.993343645994469
4036,K562_n2,d6,96h,Mitomycin,0.898232784887264
4037,K562_n2,d7,96h,Mitomycin,0.570758918108095
4038,K562_n2,d8,96h,Mitomycin,0.328927014484601
4039,K562_n2,d9,96h,Mitomycin,0.0675479304364131
4040,K562_n2,d10,96h,Mitomycin,0
4041,HL60_n1,d1,96h,Mitomycin,1.24324324324324
4042,HL60_n1,d2,96h,Mitomycin,1.43443443443443
4043,HL60_n1,d3,96h,Mitomycin,1.34284284284284
4044,HL60_n1,d4,96h,Mitomycin,1.33333333333333
4045,HL60_n1,d5,96h,Mitomycin,1.44694694694695
4046,HL60_n1,d6,96h,Mitomycin,1.17867867867868
4047,HL60_n1,d7,96h,Mitomycin,0.85035035035035
4048,HL60_n1,d8,96h,Mitomycin,0
4049,HL60_n1,d9,96h,Mitomycin,0
4050,HL60_n1,d10,96h,Mitomycin,0
4051,HL60_n2,d1,96h,Mitomycin,1.23050345508391
4052,HL60_n2,d2,96h,Mitomycin,1.34896347482725
4053,HL60_n2,d3,96h,Mitomycin,1.43780848963475
4054,HL60_n2,d4,96h,Mitomycin,1.3390918065153
4055,HL60_n2,d5,96h,Mitomycin,1.11352418558736
4056,HL60_n2,d6,96h,Mitomycin,0.723099703849951
4057,HL60_n2,d7,96h,Mitomycin,0.582428430404738
4058,HL60_n2,d8,96h,Mitomycin,0
4059,HL60_n2,d9,96h,Mitomycin,0
4060,HL60_n2,d10,96h,Mitomycin,0
4061,THP1_n2,d1,96h,Mitomycin,1.14432989690722
4062,THP1_n2,d2,96h,Mitomycin,1.13004725085911
4063,THP1_n2,d3,96h,Mitomycin,1.12639604810997
4064,THP1_n2,d4,96h,Mitomycin,1.11705326460481
4065,THP1_n2,d5,96h,Mitomycin,1.10030068728522
4066,THP1_n2,d6,96h,Mitomycin,0.374355670103093
4067,THP1_n2,d7,96h,Mitomycin,0.0562714776632302
4068,THP1_n2,d8,96h,Mitomycin,0.024377147766323
4069,THP1_n2,d9,96h,Mitomycin,0
4070,THP1_n2,d10,96h,Mitomycin,0
4071,THP1_n1,d1,96h,Mitomycin,1.05900653323654
4072,THP1_n1,d2,96h,Mitomycin,1.08804314010163
4073,THP1_n1,d3,96h,Mitomycin,1.09862076117391
4074,THP1_n1,d4,96h,Mitomycin,1.04884372083377
4075,THP1_n1,d5,96h,Mitomycin,1.05454734003941
4076,THP1_n1,d6,96h,Mitomycin,0.534169864150161
4077,THP1_n1,d7,96h,Mitomycin,0.112516851602198
4078,THP1_n1,d8,96h,Mitomycin,0.0447993363061288
4079,THP1_n1,d9,96h,Mitomycin,0.000414808669501193
4080,THP1_n1,d10,96h,Mitomycin,0
4081,BULK1_n1,d1,96h,Mitomycin,1.18539521898447
4082,BULK1_n1,d2,96h,Mitomycin,1.09492235212005
4083,BULK1_n1,d3,96h,Mitomycin,1.13426976094922
4084,BULK1_n1,d4,96h,Mitomycin,1.08061420345489
4085,BULK1_n1,d5,96h,Mitomycin,0.951579131041703
4086,BULK1_n1,d6,96h,Mitomycin,0.430814866515442
4087,BULK1_n1,d7,96h,Mitomycin,0.170738091083581
4088,BULK1_n1,d8,96h,Mitomycin,0.109230500785203
4089,BULK1_n1,d9,96h,Mitomycin,0.0150933519455592
4090,BULK1_n1,d10,96h,Mitomycin,0
4091,BULK1_n2,d1,96h,Mitomycin,1.22381040206566
4092,BULK1_n2,d2,96h,Mitomycin,1.14588712652158
4093,BULK1_n2,d3,96h,Mitomycin,1.2038915529325
4094,BULK1_n2,d4,96h,Mitomycin,1.16405385466617
4095,BULK1_n2,d5,96h,Mitomycin,0.963943194393213
4096,BULK1_n2,d6,96h,Mitomycin,0.583917373662855
4097,BULK1_n2,d7,96h,Mitomycin,0.171800073773515
4098,BULK1_n2,d8,96h,Mitomycin,0.109830320914792
4099,BULK1_n2,d9,96h,Mitomycin,0.0181667281445961
4100,BULK1_n2,d10,96h,Mitomycin,0
4101,BULK2_n1,d1,96h,Mitomycin,1.14476558561586
4102,BULK2_n1,d2,96h,Mitomycin,1.19475718366661
4103,BULK2_n1,d3,96h,Mitomycin,1.124516887918
4104,BULK2_n1,d4,96h,Mitomycin,1.17929759704251
4105,BULK2_n1,d5,96h,Mitomycin,1.14132078642245
4106,BULK2_n1,d6,96h,Mitomycin,1.12871786254411
4107,BULK2_n1,d7,96h,Mitomycin,0.375903209544614
4108,BULK2_n1,d8,96h,Mitomycin,0.106032599563099
4109,BULK2_n1,d9,96h,Mitomycin,0.0268862376071249
4110,BULK2_n1,d10,96h,Mitomycin,0
4111,BULK2_n2,d1,96h,Mitomycin,1.18088247701004
4112,BULK2_n2,d2,96h,Mitomycin,1.17522989960348
4113,BULK2_n2,d3,96h,Mitomycin,1.16856492027335
4114,BULK2_n2,d4,96h,Mitomycin,1.24854467223488
4115,BULK2_n2,d5,96h,Mitomycin,1.08580106302202
4116,BULK2_n2,d6,96h,Mitomycin,1.09162237408251
4117,BULK2_n2,d7,96h,Mitomycin,0.322871846789842
4118,BULK2_n2,d8,96h,Mitomycin,0.09786551927782
4119,BULK2_n2,d9,96h,Mitomycin,0.0212604403948367
4120,BULK2_n2,d10,96h,Mitomycin,0
4121,BULK3_n1,d1,96h,Mitomycin,1.02503413746017
4122,BULK3_n1,d2,96h,Mitomycin,1.01811561219845
4123,BULK3_n1,d3,96h,Mitomycin,1.02608101957214
4124,BULK3_n1,d4,96h,Mitomycin,0.993946290395995
4125,BULK3_n1,d5,96h,Mitomycin,0.9854802002731
4126,BULK3_n1,d6,96h,Mitomycin,0.890304961310878
4127,BULK3_n1,d7,96h,Mitomycin,0.311470186618116
4128,BULK3_n1,d8,96h,Mitomycin,0.150068274920346
4129,BULK3_n1,d9,96h,Mitomycin,0.0498862084660901
4130,BULK3_n1,d10,96h,Mitomycin,0
4131,BULK3_n2,d1,96h,Mitomycin,1.04371736217016
4132,BULK3_n2,d2,96h,Mitomycin,1.03586117657932
4133,BULK3_n2,d3,96h,Mitomycin,1.03683164656407
4134,BULK3_n2,d4,96h,Mitomycin,1.03285734091224
4135,BULK3_n2,d5,96h,Mitomycin,1.01871620684875
4136,BULK3_n2,d6,96h,Mitomycin,0.831692776930542
4137,BULK3_n2,d7,96h,Mitomycin,0.424649937612644
4138,BULK3_n2,d8,96h,Mitomycin,0.18596053422062
4139,BULK3_n2,d9,96h,Mitomycin,0.0585054762234854
4140,BULK3_n2,d10,96h,Mitomycin,0
4141,BULK4_n1,d1,96h,Mitomycin,1.07146420553754
4142,BULK4_n1,d2,96h,Mitomycin,1.05874282863557
4143,BULK4_n1,d3,96h,Mitomycin,1.15290596158643
4144,BULK4_n1,d4,96h,Mitomycin,1.12708904963831
4145,BULK4_n1,d5,96h,Mitomycin,1.05849338987279
4146,BULK4_n1,d6,96h,Mitomycin,1.01097530556248
4147,BULK4_n1,d7,96h,Mitomycin,0.995385382888501
4148,BULK4_n1,d8,96h,Mitomycin,0.552132701421801
4149,BULK4_n1,d9,96h,Mitomycin,0.0229483661761038
4150,BULK4_n1,d10,96h,Mitomycin,0
4151,BULK4_n2,d1,96h,Mitomycin,1.14998767562238
4152,BULK4_n2,d2,96h,Mitomycin,1.12842001478925
